crit_violations	latitude	longitude
10	40.5879312928	-73.9735820939
4	40.6322737	-73.9486036
4	40.73036	-73.9525069
11	40.711536	-73.8240838
9	40.7541333	-73.9419671
3	40.5883934545	-73.969372
11	40.723242	-73.7280407
19	42.0003524	-75.7594515
4	40.7867417	-73.8219299
24	40.706374	-73.7555359
3	40.723242	-73.7280407
11	40.6429479	-73.7793732749
7	40.6429479	-73.7793732749
14	40.589072	-73.963193
6	40.59996225	-73.94792695
12	40.7085034	-73.9436342816
11	40.6903413333	-73.6152683333
11	40.6467712	-73.9488882221
25	40.600409	-74.1449409
5	40.8253955	-73.9362288
16	40.7585659	-73.9938683
4	40.5892350671	-73.9617290738
5	40.7368687	-73.8655247
11	41.049748	-73.7658294
22	40.7048167	-74.0123805924
6	40.59823495	-74.0664592535
27	40.63115365	-73.9768974602
6	40.5522025	-74.2188779159
8	40.6823328	-73.8776942423
13	40.6006278	-74.1427665
4	40.7208362	-73.98238
15	40.727911	-73.9992735
9	42.4610623	-79.3136397
9	40.7010306	-74.0130686
6	41.578047	-74.1594759
2	40.5886968669	-73.9666565695
8	40.7042918	-74.0101217348
4	40.5597012	-74.1638632
32	40.6809623	-73.9940251779
2	40.59661525	-73.9781802808
19	40.5879925525	-73.9730060829
13	42.663634	-73.6391139
23	40.7331583	-73.9861641
5	40.5879563536	-73.973346453
22	40.70182845	-73.9232567998
12	40.71952895	-73.9879218682
12	40.7111202	-73.947433954
12	40.8012942	-73.9497164
10	40.6829896	-73.9406543
8	40.7185449	-74.0090117
3	42.9538719	-78.8231031
4	40.6000612	-74.1778871
19	40.61736125	-73.9453469765
14	40.6006278	-74.1427665
7	40.7103146	-73.795014
3	40.7176986	-73.9927229
9	40.5882121667	-73.9709976667
17	40.705583	-73.7397109
6	40.759015	-73.9187468
11	40.666016	-73.9367115
14	40.8662205	-73.9247273
15	43.5057703	-73.7890781
4	40.71885625	-73.9869369854
4	40.71276	-73.9022429
12	40.588454	-73.9703214118
4	40.7726565	-73.9569642
8	40.8546337	-73.8913997
13	40.7374599	-73.707734
20	40.72118495	-73.9953685559
18	40.7605248	-73.9177498
7	40.8405527	-73.9177746
11	40.5892879262	-73.9612548188
15	40.7584223	-73.9841101
3	42.0003524	-75.7594515
7	42.0003524	-75.7594515
13	40.7107455	-73.7272312
8	40.7629624	-73.9805339
8	40.7719649	-73.9564427
14	42.663634	-73.6391139
13	40.821294	-73.8966875
4	42.7458637	-73.7254921
19	42.663634	-73.6391139
27	40.7023881	-73.9157898
8	40.7635673	-73.976352
4	40.77550135	-73.8730603793
4	40.9016526	-73.8514812192
15	40.751368	-73.0275679
5	40.8543571	-73.865318
11	40.7754653	-73.9630849049
18	40.7211786071	-73.9968611071
8	40.60283515	-73.9867382199
10	40.8815977	-73.8383097
10	40.8836678	-73.9017722
7	40.772354	-73.9315019
10	40.7002445	-73.8075512
10	40.775318304	-72.9593786133
11	40.589072	-73.963193
15	40.6510928	-73.9473066405
10	40.7076999	-73.9510244
20	40.7092529	-74.0087967
20	40.63496	-74.1096332128
15	40.6264292	-74.1630329218
6	40.6259385	-74.1347143
10	40.7476936	-73.7615438
7	40.711536	-73.8240838
7	40.7359753	-74.0019192
14	40.7125786	-73.9567394
8	41.204968	-73.5733609
21	40.88796975	-73.8315778
7	40.7074557	-74.0072561
13	40.7041156	-74.0120737
8	40.711536	-73.8240838
11	40.7628948	-73.9880747
1	40.7726479	-73.9815996
19	40.7603734	-73.8770642
3	40.71276	-73.9022429
10	40.6865511	-73.9743076
1	40.69807835	-73.9266192359
9	40.7316885	-73.9828826
19	40.6003167273	-73.9852145455
7	40.5731093	-74.1361938
7	40.7605248	-73.9177498
6	40.6932307	-73.9663895019
9	40.6222784	-74.0057392
9	40.7515721	-74.0064993
15	40.7523113	-73.9752395
3	40.71393515	-73.9604274
24	40.8664492	-73.928051
14	40.8370014	-73.9099584
33	40.6295097	-73.9441461
9	40.8658985	-73.8671388
19	40.610391	-73.9233547
4	41.4566253883	-74.087397939
15	40.7572684	-73.9866622406
21	40.5885975774	-73.9473314871
11	50.1020844	19.0060942
11	40.7185119	-73.9976039
16	40.7212301	-73.9932738701
24	40.8370806	-73.83449545
11	40.6116962	-74.157481495
4	40.5732873673	-74.1472399592
31	40.5879472044	-73.9734324807
6	40.8168944	-73.9533007912
9	40.72388505	-73.9947268026
8	40.7374599	-73.707734
17	40.600409	-74.1449409
10	40.5879826077	-73.9730995912
3	40.60273505	-73.9866838749
7	40.63132675	-74.0077253314
11	40.7542392	-73.9325435
3	40.653742	-73.9316079
11	40.7382012	-73.9906044
20	40.7594681	-73.9867714
11	40.711536	-73.8240838
20	40.761786	-73.5178619
7	40.7107455	-73.7272312
5	40.68385975	-73.9290059473
15	40.7396486	-74.0068913
4	40.8830478	-73.8497204
2	40.8579636	-73.867393
5	40.89859	-73.854892
9	40.5894551636	-73.9612478
30	40.7526251	-73.9852003
4	40.886273	-73.8481623
4	40.7285374	-73.948657
10	40.57377295	-74.1175577039
13	40.7271674231	-74.0001899423
3	40.7142715294	-74.0067437647
4	40.723242	-73.7280407
10	40.7464868	-73.8989807
14	40.72945605	-73.9807311578
14	40.5855704	-73.9513400699
3	40.62617995	-74.1728171923
4	40.63689295	-74.0767589972
20	40.7484483	-73.9879863
17	40.67441055	-73.9330733319
24	40.723242	-73.7280407
7	40.7824664	-73.9196721
7	40.56337	-74.1388039
7	40.71475385	-73.9908606374
7	40.8194557	-73.9286721
9	40.587987779	-73.9730509669
21	40.7173294	-73.9945651
16	40.761501	-73.90935
13	40.8168182	-73.9227865053
5	40.653742	-73.9316079
11	40.8794076	-73.8430821
8	40.636119	-73.990539
13	40.7379803	-73.9892841
10	40.6701962	-73.9582917
12	40.68789765	-73.9818817424
20	40.5891211111	-73.9627567778
18	40.7871125	-73.9719856
10	40.7935938	-73.9727055
21	40.73036	-73.9525069
9	40.7651281	-73.9720398
15	40.7651281	-73.9720398
7	40.7651281	-73.9720398
14	40.793763	-73.0365355
5	40.7605248	-73.9177498
18	40.7142048	-73.9602837
34	40.7271205	-74.0075355
22	40.7598419	-73.9867021
8	40.5892074362	-73.9619769799
20	40.7389738	-73.9178238
19	40.7374599	-73.707734
3	40.7208542	-73.9960268
25	40.5879495912	-73.9734100387
15	40.6998272	-73.9400648
12	40.8521214	-73.7889673
5	40.5892771141	-73.9613518255
12	40.7382351	-73.2867281
10	40.7061385	-74.0093921
3	40.7769271	-73.8739659
9	40.9498871	-72.8889719358
2	40.7127239	-73.9383347975
23	40.7374599	-73.707734
6	40.6932917	-73.9920628
18	40.6743686	-73.8014597
22	40.6931233	-73.9673150946
7	40.7628952	-73.9131534
7	40.7381995	-73.9880427
9	40.776683	-73.983047
11	40.8305223	-73.9361877
21	40.7418158	-73.9855125
9	40.5903555836	-73.9530470099
5	40.7614519	-73.9845231
6	40.7239383	-73.9808254
12	40.5879281105	-73.9736120166
3	40.77550135	-73.8730603793
5	40.77550135	-73.8730603793
24	40.72910025	-73.990111
3	40.7192904	-73.9898964
10	40.7547501	-73.9774787
29	40.7373421	-73.8639468
11	40.7265011	-74.0018495716
7	40.7476936	-73.7615438
26	40.806821	-73.918231
10	40.7060535	-74.0111359
33	40.5891078889	-73.9628742222
26	40.8256863	-73.9493456
11	40.711536	-73.8240838
3	40.590221	-73.9535149
9	40.624787	-73.999185
15	40.6478859	-73.9579805
3	42.656993	-73.7635639
13	40.6856751	-73.9909617621
7	40.5893672909	-73.9620362
11	40.72592	-73.9757849
7	40.7832009	-73.9530428
28	40.7348065	-73.8147704
5	40.8611122973	-73.8989114865
10	40.7935938	-73.9727055
10	40.6341969	-74.0853859
11	40.7412193	-73.7248158
10	40.7138935	-73.9802026
1	40.5816532	-74.166502
2	40.5898730612	-73.9559279184
16	40.8935366	-73.8196641
10	40.7542036	-73.9772007
11	40.7663719	-73.9086362
1	40.7299594	-74.0003928
19	40.5909992857	-73.9456672857
4	40.590221	-73.9535149
6	40.7376858	-74.0040059
26	40.6006278	-74.1427665
13	40.7490461	-73.8929006
13	40.821321	-73.896539
7	40.5905564286	-73.9512132857
8	40.7403865	-73.7310602
13	40.7395281	-73.984164
4	40.714167	-74.016111
6	42.8116183	-73.923092
5	40.5901867917	-73.9530681369
4	40.6172242	-73.992417
15	40.850264	-73.1345659
5	40.7460811	-73.8641002
22	40.7611196	-73.9819961
8	40.7365449	-73.992551
10	40.598414	-73.94161
17	40.7935938	-73.9727055
7	40.6429479	-73.7793732749
9	40.7621597	-73.9775297
5	40.589389	-73.960341
5	40.6996619	-73.9123541398
8	40.8039798	-73.8767251257
12	40.70906715	-74.0042356643
10	40.5880184088	-73.9727629613
20	40.77522	-73.9801756
26	40.6752491	-73.9414132018
18	40.75887825	-73.9790619801
13	40.7578467	-73.98395
13	40.82533475	-73.8203940361
13	40.6880718	-73.9869805486
4	40.612828	-73.9263034
11	40.7511996	-73.983818
12	40.7302445	-73.9193025
11	40.574652	-74.1218529
9	40.5892717568	-73.9628975135
13	40.6451568	-73.9574564097
27	40.5892074362	-73.9619769799
2	40.5892074362	-73.9619769799
9	40.6786782	-73.8679283
8	40.7187356	-73.9869337
12	40.7756958	-73.9569248
14	40.8432575	-73.9379359
6	40.6516423	-73.9367328413
18	40.7316471	-73.9826778
4	40.7303998	-74.0041792
10	40.5898372449	-73.9562546735
10	40.6339513	-73.8884614
1	40.600834	-74.1458979
15	40.5880100552	-73.9728415083
22	40.8305223	-73.9361877
18	40.5893167584	-73.9609961342
3	43.182021	-76.0928669
2	40.5597012	-74.1638632
25	40.7558584	-73.9695188
18	40.7299191	-74.0004462
3	40.6046771	-74.1211383271
8	40.71839	-73.8565499
10	40.67035365	-73.9300345887
21	40.8141062	-73.9132645
18	40.7136213	-73.9620067
8	40.7760011	-73.94685
6	40.61180395	-74.1326657497
7	40.7704104	-73.9072286
5	40.6761396	-73.9986456025
2	40.7320189	-74.0016271
7	40.69813225	-73.93774735
32	40.6956771	-73.7459203
17	40.70340595	-73.9912048
22	40.67604205	-73.9800915098
3	40.752373	-73.9162371
29	40.598973	-73.9306339
4	40.687224	-73.9758431
15	40.7935938	-73.9727055
15	40.7854499	-73.976997233
5	40.7164504	-74.0078251
8	40.8976484	-73.8547716
25	40.6782016	-73.869901
4	40.589027	-73.9636106667
17	40.7191782	-73.9849162
6	40.7685694	-73.9624496
7	41.1304685664	-72.3570502518
10	40.6250441633	-74.1353319592
3	40.6129607	-73.9828062
8	40.6299339	-74.0763526
4	40.5946469	-74.086097635
8	40.5878935028	-73.9739374254
20	40.72007335	-73.9877007886
23	40.66438395	-73.92323805
14	40.69534645	-73.9954279492
17	40.8348731	-73.9403472
7	40.7824664	-73.9196721
9	40.586712	-73.9853309
10	40.7555696	-73.9903697
8	40.6657496	-73.8062858
14	40.7566539	-73.9257314
23	40.7124684	-74.0079293
17	40.7650992	-73.9658214
7	40.717011	-73.9546481
10	40.8022645	-73.9565463
9	40.7459723	-73.985222
22	40.7409764	-74.0069627
1	40.7599838	-73.9855231989
13	40.715779	-73.9463029
8	40.762461	-73.5150429
15	40.7935938	-73.9727055
9	40.67237825	-73.8914007296
11	40.6567548	-73.9305687
9	40.762461	-73.5150429
14	40.7288346	-73.9921922
33	40.6864189	-73.990434965
18	40.7824664	-73.9196721
18	40.8561392	-73.9033734069
6	40.60505235	-73.9808507811
8	40.7128255	-74.0079564
7	40.859694	-73.864471
8	40.8699545	-73.8456101
16	41.4933921	-74.0998648
10	40.7441414	-73.9762214
17	40.59880015	-73.9585836042
15	40.8292847	-73.8747755
14	40.5879623204	-73.9732903481
1	40.783842	-73.9792219
23	40.5881026	-73.9720035
8	40.7346291	-73.9877749
7	40.5866144043	-73.9854817447
6	40.5866123298	-73.9855022128
13	40.904925	-73.849719
11	40.7204089	-73.9893873
2	40.63272485	-73.9671649942
17	40.5388223	-74.1484766
3	40.72848625	-74.0079038064
23	40.7604055	-73.9793609
5	42.8722647	-78.8615741
24	40.71425025	-73.9985286312
5	40.61645485	-74.0681123
10	40.5902348776	-73.9526295102
4	40.9053517	-73.897858
6	40.7218951	-73.8429284
22	40.767658	-73.2252216051
27	40.6898224	-73.9723242
5	40.7022386	-73.9845266
27	40.5886854335	-73.9667642848
32	43.1086491	-79.0540834
7	40.6896758	-73.9788525327
8	40.653742	-73.9316079
18	40.8069402	-73.9441988
9	40.7379058	-73.9894937
12	40.7403865	-73.7310602
8	40.6789352	-73.9977078
13	40.7634296	-73.9677536
4	40.600409	-74.1449409
3	40.7935938	-73.9727055
7	40.7756801	-73.9109396
17	40.8303588	-73.9472542
37	40.6936609	-73.9651719
9	40.5913004286	-73.9444488163
7	40.723242	-73.7280407
14	40.5866129681	-73.9854959149
17	40.8558529	-73.9294644
11	40.7239381	-73.9787816
10	40.723242	-73.7280407
10	40.746619	-73.9896592
18	40.6307324	-73.9771784
9	40.7246516	-73.9813758
13	40.86238	-73.89678
21	40.8655438	-73.9200467
2	40.75970235	-73.9736819828
17	40.682568	-73.7820149
9	40.71276	-73.9022429
10	40.7252832	-73.9830672
24	40.7577951	-73.9837641
49	40.8366451	-73.9426706
6	40.571959	-74.0001176
14	40.7750638	-73.9808645
5	42.7458637	-73.7254921
4	40.7183485	-74.0025891
19	40.8598975	-73.8935665
12	40.7611746	-73.9702469
2	40.733874	-73.9891063
18	40.7301384	-73.9941583
5	40.68580975	-73.9913257371
28	40.762461	-73.5150429
17	40.5900135102	-73.9561646531
6	40.5900387143	-73.9559347143
1	40.7650398	-73.9910955
17	40.7562767	-73.9295833
6	42.8722647	-78.8615741
8	41.4933921	-74.0998648
10	40.5515393	-74.2169798
22	40.8454599	-73.8592299979
20	40.5879444199	-73.973458663
16	40.7002445	-73.8075512
19	40.8368381	-73.943174
8	40.96955055	-72.1846762038
16	40.7515721	-74.0064993
11	40.7314886	-73.8713423
12	40.750305	-73.86224
23	40.6099963	-73.9196438
24	40.867927	-73.9005185
2	40.6378702	-74.0781876
15	40.8314295	-73.9074696
3	40.7147667	-73.9442384
19	40.7524063	-73.970995
4	40.7279092	-73.9819692
21	40.7403865	-73.7310602
9	40.7441081	-73.9964179
15	40.7099516	-74.0100512
7	40.70578665	-74.0127127086
8	40.6732446	-73.8696202
15	42.663634	-73.6391139
2	40.5877337	-73.9549763
5	40.8166773333	-73.8923243333
28	40.7555465	-73.9808543
11	40.5955256	-74.0856228405
4	40.7046071	-74.0091158
5	40.7618743	-73.9682562
3	40.5895673061	-73.9602328163
11	40.7694013	-73.9522560018
8	40.7563592	-73.9888728
5	40.7424573	-73.9865689
12	40.7283348	-73.9952196
6	40.587906232	-73.9738177348
11	40.5879714696	-73.9732043204
13	40.672687	-73.694088
9	40.7605248	-73.9177498
25	40.5903187573	-73.9533852661
11	40.6413111	-73.7781391
18	40.5894698091	-73.9611164
3	40.5893868182	-73.961861
3	40.629023	-73.9474729
3	40.7883033	-73.9711193
12	40.6673914	-73.9314014
6	40.7576214	-73.8041006
3	40.8180476	-73.9167001
28	40.637391	-73.9103669
8	40.7605248	-73.9177498
14	40.7685324	-73.9827662
19	40.7767146	-73.9504812
9	40.723242	-73.7280407
23	40.71387775	-73.9897568
20	40.5910686	-73.9758352
22	40.755959	-73.9289
29	40.7313763	-73.9946557
12	40.8657113	-73.8646645522
7	40.7801212	-73.9823720617
34	40.8682504	-73.9218772
10	40.59557635	-74.0856022034
4	40.7431087	-74.0067289
8	40.581792	-74.1112759
5	40.5892110403	-73.9619446443
17	40.7605248	-73.9177498
5	40.6768917	-73.9820528
21	40.7560704	-73.9914127
17	40.5816532	-74.166502
14	40.758063	-73.9862052
4	40.7491584	-73.9813735
13	40.8551177	-73.9335939
16	40.7911204	-73.9690851
15	40.6961093	-73.9681352
13	42.7984241	-73.9546326
5	40.6799904	-73.8850160934
6	40.8319881	-73.8665187
17	40.711536	-73.8240838
3	42.7458637	-73.7254921
8	40.7570673	-73.9886248
3	40.72600465	-73.9839036194
22	40.726871	-73.9933580054
14	40.7242464	-73.9487840163
8	40.7292402	-74.0036901
9	40.71276	-73.9022429
16	40.711536	-73.8240838
16	40.7439897	-73.7947516
5	40.7782126	-73.9823015
18	40.772354	-73.9315019
15	40.8587917	-73.9033133
20	40.5655341	-74.1840599261
8	40.7935938	-73.9727055
12	42.7458637	-73.7254921
9	40.705583	-73.7397109
9	40.7403865	-73.7310602
10	40.7403865	-73.7310602
11	40.6956771	-73.7459203
15	40.6835591111	-73.9899494444
8	40.64067895	-73.92951265
7	40.7090297	-74.011473
13	40.7299853	-73.7424216
14	40.7374599	-73.707734
21	40.723242	-73.7280407
28	40.7513578	-73.8555068
16	40.574652	-74.1218529
8	40.5896770408	-73.9592349796
14	40.714787	-73.9434201141
15	40.7444613	-73.981309
12	40.7916482	-73.971851
8	40.5892735946	-73.9628811892
9	40.7258411	-73.9838711
3	40.7846911	-73.8091123
26	40.8316798	-73.8660656504
18	40.5717662963	-74.1123711111
13	40.8548748621	-73.8675839655
20	40.7002445	-73.8075512
8	42.7458637	-73.7254921
23	40.711536	-73.8240838
4	40.8192558	-73.9020059
14	40.5882202917	-73.9709221667
2	40.7374599	-73.707734
1	40.7010306	-74.0130686
18	40.7304212	-73.9839519
15	40.7538511	-73.9684913
14	40.7563592	-73.9888728
22	40.8513681	-73.9282829
7	40.7074546	-74.0025655174
2	40.7666438	-73.9835011
28	43.1086491	-79.0540834
4	43.05110515	-76.1398966075
32	40.6803465	-73.9464798
15	40.7046221	-74.0097039
13	40.707596	-74.0082189
5	40.5890261667	-73.96514125
33	40.8209654	-73.8481399
8	40.5890757778	-73.9631594444
12	40.8099746	-73.9175324399
5	40.672687	-73.694088
5	40.7211681	-74.0097606
2	40.590221	-73.9535149
18	40.742745	-73.8370713
5	40.8468537	-73.8491229
3	40.7594632	-73.9700178
1	40.7592113	-73.9525791
9	40.8413551	-73.9398711
9	40.77550135	-73.8730603793
8	40.7359926	-73.8654988
17	40.580973	-73.83825
4	40.5917913333	-73.9399795714
6	40.6385926	-74.0346509383
21	40.6628649	-73.9263368
18	40.7386228	-74.0004617
17	40.8200765	-73.9016655
6	40.8879271111	-73.8470272222
2	40.6069278	-73.9627519
4	40.76632725	-73.9655190753
6	40.6825457	-73.9930725951
11	40.71276	-73.9022429
3	40.714544898	-73.9994110408
8	40.5707687	-74.1699286
31	40.5816532	-74.166502
5	40.6797667	-73.8445909
14	40.8279215	-73.9245524
1	40.7476936	-73.7615438
27	43.5057703	-73.7890781
2	40.7615678	-73.967902
14	40.86191345	-73.9253356711
1	40.77550135	-73.8730603793
19	40.77550135	-73.8730603793
23	40.8222389	-73.8970709
2	40.7039553	-74.0104249
3	40.7048677	-73.9023269
22	40.719648	-73.9951574
3	40.7033758	-74.0138065
1	40.6813337	-74.0042092031
10	43.1086491	-79.0540834
3	40.5307612	-74.227697357
34	40.7512565	-73.9819344
5	40.7872974	-73.9516946
10	40.7081812	-73.8723015
16	40.6875157	-73.9571899566
11	40.8273441	-73.9427816
7	40.7479292	-73.986776
45	40.720951192	-73.5173765089
11	40.71276	-73.9022429
4	40.57343415	-73.9789896895
18	40.6937535	-73.9618005191
13	40.7075176	-74.0054151
7	40.7192295	-73.9975599915
6	40.7318556	-74.0032441
16	40.7081812	-73.8723015
6	42.4383319446	-76.4941566653
5	40.7309512	-73.9892914
15	40.7477856	-73.9863343
18	40.7081812	-73.8723015
18	40.7668301	-73.9207233
9	40.7403865	-73.7310602
6	40.7323594	-74.0052998
28	41.4933856081	-74.1001723514
4	40.59064385	-74.1920387359
6	40.6687163	-73.9077551
8	40.7497091	-73.8830338
16	40.5892772703	-73.9628485405
13	40.7408932	-74.0048148
20	42.0003524	-75.7594515
7	40.7540575	-73.9933502
36	42.7458637	-73.7254921
17	40.71792385	-73.3415135445
8	40.8459177	-73.8639266983
11	40.739391	-73.9879001
18	40.806208	-73.9532758
13	40.72215835	-74.0036659
21	40.6753899	-73.9781766
27	40.7342936	-73.9910429
12	40.5894047182	-73.9617004
11	40.68481265	-73.8674129547
9	40.5914183061	-73.9418677959
6	40.6781134	-74.0122998153
16	40.5880136354	-73.9728078453
13	40.798309	-73.941632
7	40.5803028	-73.9852321732
6	40.7221114	-73.999776
14	40.68765925	-73.9900828756
7	40.6419348293	-74.0773212927
12	40.86429665	-73.9251742079
10	40.6773112	-73.9690998
17	40.71276	-73.9022429
24	40.587932884	-73.9735671326
6	40.6735803	-73.9674378
20	40.63064125	-73.965952586
5	40.7286953	-73.9788215585
3	40.7260554	-73.9835429
5	40.7600569	-73.9871765
10	40.7427526	-73.8755829
14	40.8765636	-73.847821
12	40.7275712	-73.9527498306
2	40.86243535	-73.9258037754
9	40.711536	-73.8240838
11	40.7618999	-73.9761903
39	40.7976796	-73.9387213
12	40.5748994	-73.9795296
7	40.61941415	-73.9162526611
23	40.7386662	-73.9945023
3	40.6899692	-73.8252582
14	40.682961	-73.9928858
15	40.736935	-73.865619
9	42.7747774	-73.9142289
7	40.5880136354	-73.9728078453
26	40.7776319	-73.9085175
6	40.7800383	-73.9802560995
26	40.5910686	-73.9758352
20	40.7542207	-73.8226185
20	40.5898359184	-73.9562667755
2	40.77550135	-73.8730603793
1	40.77550135	-73.8730603793
9	40.77550135	-73.8730603793
1	40.77550135	-73.8730603793
7	40.6956771	-73.7459203
20	40.711536	-73.8240838
20	40.68718	-73.8080149
13	40.5909001224	-73.9480872857
11	40.84882175	-73.8624201229
11	42.9834814382	-78.7068304445
18	40.7662842	-73.955914
7	40.6762519	-73.8907052
2	40.8491223	-73.93728
9	40.615287	-74.0665518
17	40.7273964	-73.9796558
2	40.5803015152	-73.9854505758
2	40.5882679592	-73.9720135102
15	40.6866702	-73.994007
3	40.7794457	-73.778853
2	40.7867861	-73.9774327
6	40.7747065	-73.9819061
1	40.64231735	-73.9810946
2	40.9128739	-73.9068177375
1	40.7666438	-73.9835011
6	40.6127878	-73.9791132
17	41.1590745816	-73.8679612768
44	40.7588982	-73.8305904
20	40.7655361	-73.9826419
11	40.7572364	-73.9702127
17	40.72580075	-73.9778622486
4	40.638429	-74.0786682002
15	40.6173600612	-73.9107353878
4	40.7195123	-73.9935400468
21	40.7673341	-73.921816
15	40.9128739	-73.9068177375
7	40.7526808	-73.9743875
27	40.6034433	-73.9779511
6	40.586610734	-73.9855179574
9	40.7151141	-73.9916651
4	40.5891822081	-73.9622033289
14	40.742745	-73.8370713
6	40.8118541	-73.9033459
24	40.587900663	-73.9738700994
13	40.7625653	-73.9901381
34	40.7481104	-73.9872042
13	40.5767963	-74.1038623101
8	40.826838	-73.822551
6	40.6818281	-74.0003643
8	40.613236697	-73.9015997778
5	40.59301345	-74.0867528985
23	40.5915844082	-73.9418620612
18	40.5882121667	-73.9709976667
13	40.5898270769	-73.9578779231
7	40.587957547	-73.973335232
13	40.7221013	-73.8738589
15	40.7607188	-73.9808907
4	40.6968264	-73.7837497
9	40.5898306122	-73.9563151837
13	40.69475605	-73.9949363866
18	40.762461	-73.5150429
5	40.7489065	-73.8902848
12	40.7185738	-73.983398
3	40.6060758	-74.0683153
9	40.788226	-73.8133291
52	42.608487	-73.8356209
13	40.5900937755	-73.9554300612
11	40.8220058	-73.9008569
25	40.8309786	-73.9166471
16	40.5882818367	-73.9718900408
7	40.7565389	-73.7391738
6	40.737397	-74.0039978
15	40.6956771	-73.7459203
19	40.5910686	-73.9758352
13	40.600409	-74.1449409
9	40.8808369	-73.8249881
8	40.7563217	-73.9714035
15	40.5879070276	-73.9738102541
4	40.7708796	-73.9577253
8	40.9332	-73.8853149
4	40.9333830286	-73.0735565429
6	40.73856665	-73.9857722921
22	40.7656514	-73.9829954
14	40.62398715	-73.9475931482
3	40.6968264	-73.7837497
22	40.8564370345	-73.8677587586
28	40.6884051	-73.9629639
6	40.7536264	-73.9798023
1	40.864244	-73.9166735
13	40.85472005	-73.8886849949
11	40.6498271	-73.9753351
4	40.5773122	-74.1686616003
16	40.7763393	-73.9159222
8	40.78814515	-73.0269824865
13	40.775633	-73.9507765
22	42.7458637	-73.7254921
2	40.57819185	-73.9349654486
3	40.653742	-73.9316079
12	40.57819185	-73.9349654486
18	40.7405591	-73.7584685
4	40.7642452	-73.983522
4	40.60206075	-74.120224526
3	40.5655686	-74.1128933
7	40.5866041915	-73.9855825106
13	40.5999012	-73.9616731287
16	40.7690146	-73.7742982
3	40.7228305	-73.9831015
10	40.8347079	-73.8628169
4	40.7189889	-73.8449008
2	40.7404396	-73.9913902
8	40.5866124894	-73.9855006383
29	40.5595548	-74.1641682
3	40.7863526	-73.816047
15	43.4038382857	-73.2607215714
14	42.663634	-73.6391139
10	40.60939225	-74.1883355
17	40.7679531	-73.9687753
11	40.7330522	-74.0054613516
9	40.63756585	-74.1339930707
5	43.33327373	-76.4101687372
20	40.8362142	-73.8548783
15	40.5879571492	-73.9733389724
20	40.8171316	-73.9224791
17	40.7398485	-74.0074348
7	40.799926	-73.9676834933
15	40.62368285	-73.9646045575
8	40.7266249	-73.9853909
11	40.70414255	-74.0103449485
2	40.6490822	-73.9643251
4	40.7423892	-73.9953003
15	40.7387531	-73.9822413
14	40.8521644	-73.8291592
7	40.8129598	-73.9607322366
10	40.758063	-73.9862052
7	40.7520728675	-73.5885976466
2	40.788488	-73.8159719
6	40.765913	-73.9186823
8	40.589105	-73.96444
18	40.7185562	-73.9975762
7	40.6076732	-73.9613413
4	40.64029825	-73.9952704377
2	40.71340545	-74.012073889
3	40.5879054365	-73.9738252155
3	40.7283142	-73.988579
3	40.728356	-73.9885645
10	40.5906960204	-73.949943898
9	40.8071007	-73.9641276
11	40.687282	-73.9754594
22	40.7216407	-73.9421516
5	40.7283142	-73.988579
19	40.7392859	-73.9202961
6	40.742745	-73.8370713
3	40.8686676	-73.9018511
13	40.80626435	-73.9175611388
2	40.6914692	-73.9918126066
6	40.7685324	-73.9827662
21	40.5893591545	-73.9621092
14	40.8036999	-73.9528815
21	40.684804	-73.9948917
12	40.8564353	-73.8811999654
10	40.8626219452	-73.9028344328
18	42.8116183	-73.923092
9	40.7356175	-73.9945751
16	40.7048149	-74.012202961
5	40.587932884	-73.9735671326
11	40.850264	-73.1345659
7	40.588837	-73.966901
15	40.875081	-73.8793066
7	40.762107	-72.9395529
3	40.70608315	-73.9224685002
11	40.7476936	-73.7615438
11	40.8094185	-73.9229067
6	40.7358127	-74.0075779
9	40.6930387	-73.9714447069
18	42.663634	-73.6391139
12	40.762461	-73.5150429
5	40.6356168	-73.9236853
14	40.5900870408	-73.955491898
3	40.68727785	-73.9566428146
5	41.1016617031	-72.363342434
9	40.5986424	-74.0656965261
15	40.8573616	-73.8818907
14	40.7297788	-74.0005466
10	40.71728985	-73.9926516662
13	40.7329367	-74.0022076
6	40.8379416	-73.901005
14	40.720968	-73.997745
8	40.7300651	-73.6975933
10	40.7373167	-73.9899577977
14	42.663634	-73.6391139
2	40.7784191	-73.9824766723
7	42.663634	-73.6391139
21	40.7586173	-73.8918945
29	40.6178057	-73.9596994
15	40.7630334	-73.9757143
10	40.7356145	-74.0002786993
10	40.68434335	-73.8691460669
12	40.7369557	-74.0022259
14	40.749605	-73.9830132
4	43.1086491	-79.0540834
7	40.7189722	-73.9608301
4	40.68612585	-73.9834944438
1	40.5897574118	-73.9569887059
5	40.7568024	-73.9856679247
4	40.5879245304	-73.9736456796
7	40.7079779	-74.0019987
28	40.7086173	-73.9588825
10	40.8549411	-73.9371158
9	40.573622	-73.8671178
14	40.56337	-74.1388039
7	40.8583604	-73.9031033
13	40.7606762	-73.9896023
10	40.72254305	-73.9857861608
5	40.7764202	-73.9818554
15	40.762461	-73.5150429
7	40.746408	-73.8915947
4	41.578047	-74.1594759
14	40.76386145	-73.9672801
4	40.5893754273	-73.9619632
11	40.8270316	-73.9244796
4	40.6778481	-73.9105501
9	40.7426658	-73.9983169
