,crit_violations,non_crit_violations,earliest_inspection,latest_inspection,second_latest_inspection,zipcode,boro,cuisine,address,num_inspections,crit_violations_recent_inspect,non_crit_violations_recent_inspect,crit_violations_train,non_crit_violations_train,num_inspections_train,average_crit_v_train,average_non_crit_v_train,time_since_last_inspection,time_since_first_inspection,crit_v_2plus,address2,latitude,longitude
40639934,7.0,7.0,2013-05-29,2016-05-23,2015-05-20,10011,MANHATTAN,American,PIER 62 WEST 23 STREET - CHELSEA PIER,5,1,1,6.0,6.0,4,1.5,1.5,369,1090,0,"PIER 62 WEST 23 STREET - CHELSEA PIER, NY",40.7480678,-74.0085356
40640500,7.0,6.0,2014-07-24,2017-04-07,2016-03-03,10027,MANHATTAN,Hamburgers,130 WEST  125 STREET,5,2,1,5.0,5.0,4,1.25,1.25,400,988,1,"130 WEST  125 STREET, NY",40.8081125,-73.9470784
40640688,3.0,3.0,2013-06-13,2016-05-23,2015-05-18,10011,MANHATTAN,American,PIER 62 WEST 23 STREET - CHELSEA PIER,4,1,2,2.0,1.0,3,0.666666666667,0.333333333333,371,1075,0,"PIER 62 WEST 23 STREET - CHELSEA PIER, NY",40.7480678,-74.0085356
40641617,11.0,8.0,2013-06-26,2016-05-26,2015-09-17,10018,MANHATTAN,American,147 WEST   40 STREET,8,1,2,10.0,6.0,7,1.42857142857,0.857142857143,252,1065,0,"147 WEST   40 STREET, NY",40.7547158,-73.987424
40644352,8.0,8.0,2014-06-06,2017-02-28,2016-07-12,10003,MANHATTAN,American,232 EAST    9 STREET,6,1,1,7.0,7.0,5,1.4,1.4,231,998,0,"232 EAST    9 STREET, NY",40.7293501,-73.988119
40645073,56.0,22.0,2014-05-15,2017-03-15,2017-02-17,10452,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",25 EAST  170 STREET,16,4,2,52.0,20.0,15,3.46666666667,1.33333333333,26,1035,1,"25 EAST  170 STREET, NY",40.839972,-73.9165491
40645474,12.0,10.0,2013-07-15,2016-03-17,2015-03-02,10023,MANHATTAN,American,148 WEST   67 STREET,8,2,1,10.0,9.0,7,1.42857142857,1.28571428571,381,976,1,"148 WEST   67 STREET, NY",40.7751699,-73.9837492
40647906,22.0,21.0,2013-11-21,2016-11-15,2016-10-26,11368,QUEENS,American,5211 111 STREET,9,3,2,19.0,19.0,8,2.375,2.375,20,1090,1,"5211 111 STREET, NY",40.7445131,-73.8507696
40647953,24.0,8.0,2013-10-29,2016-08-17,2015-12-17,11372,QUEENS,Indian,3747 74 STREET,9,1,1,23.0,7.0,8,2.875,0.875,244,1023,0,"3747 74 STREET, NY",40.7477491,-73.8913342
40648876,7.0,7.0,2014-07-02,2017-04-11,2016-02-17,10011,MANHATTAN,American,360 WEST   23 STREET,5,1,1,6.0,6.0,4,1.5,1.5,419,1014,0,"360 WEST   23 STREET, NY",40.7460536,-74.0009749
40649377,14.0,9.0,2014-03-14,2017-01-10,2016-10-20,10022,MANHATTAN,Italian,208 EAST   60 STREET,10,1,1,13.0,8.0,9,1.44444444444,0.888888888889,82,1033,0,"208 EAST   60 STREET, NY",40.7617512,-73.9656749
40649463,25.0,15.0,2013-07-24,2016-07-11,2016-02-02,11372,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8022 37 AVENUE,11,1,1,24.0,14.0,10,2.4,1.4,160,1083,0,"8022 37 AVENUE, NY",40.7495032,-73.8854891
40649472,9.0,7.0,2013-05-13,2016-04-01,2015-05-29,10011,MANHATTAN,American,PIER 60 23RD STREET AND WEST SIDE HIGHWAY,5,1,2,8.0,5.0,4,2.0,1.25,308,1054,0,"PIER 60 23RD STREET AND WEST SIDE HIGHWAY, NY",40.7487322,-74.0100378
40652016,1.0,4.0,2013-04-15,2016-04-04,2015-03-30,10003,MANHATTAN,American,110 EAST   14 STREET,4,1,1,0.0,3.0,3,0.0,1.0,371,1085,0,"110 EAST   14 STREET, NY",40.733874,-73.9891063
40653513,28.0,16.0,2014-07-17,2017-03-30,2017-03-28,11377,QUEENS,Filipino,4006 70 STREET,12,4,2,24.0,14.0,11,2.18181818182,1.27272727273,2,987,1,"4006 70 STREET, NY",40.7460993,-73.8955507
40654198,2.0,3.0,2015-01-21,2017-03-02,2016-01-11,10469,BRONX,Donuts,1780 EAST GUNHILL ROAD,3,1,1,1.0,2.0,2,0.5,1.0,416,771,0,"1780 EAST GUNHILL ROAD, NY",,
40654318,11.0,4.0,2014-02-25,2016-09-07,2016-08-03,10011,MANHATTAN,American,62 WEST 23 STREET - CHELSEA PIER,5,1,1,10.0,3.0,4,2.5,0.75,35,925,0,"62 WEST 23 STREET - CHELSEA PIER, NY",40.7487322,-74.0100378
40654823,22.0,12.0,2014-06-07,2016-12-22,2016-10-03,10024,MANHATTAN,American,212 WEST   79 STREET,8,2,1,20.0,11.0,7,2.85714285714,1.57142857143,80,929,1,"212 WEST   79 STREET, NY",40.7832239,-73.9791522
40654847,9.0,7.0,2013-10-25,2016-05-10,2015-05-06,10027,MANHATTAN,American,375 WEST  125 STREET,5,1,1,8.0,6.0,4,2.0,1.5,370,928,0,"375 WEST  125 STREET, NY",40.8113958,-73.9534343
40658358,6.0,6.0,2014-05-31,2017-01-19,2016-10-04,11368,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9927 43 AVENUE,7,1,2,5.0,4.0,6,0.833333333333,0.666666666667,107,964,0,"9927 43 AVENUE, NY",40.74206,-73.8924048
40659211,3.0,3.0,2014-09-03,2016-10-04,2015-08-26,10018,MANHATTAN,American,114 WEST   40 STREET,3,1,2,2.0,1.0,2,1.0,0.5,405,762,0,"114 WEST   40 STREET, NY",40.753944,-73.9859878
40659340,31.0,16.0,2014-04-22,2017-01-25,2016-12-05,10001,MANHATTAN,Korean,34 WEST   32 STREET,12,1,2,30.0,14.0,11,2.72727272727,1.27272727273,51,1009,0,"34 WEST   32 STREET, NY",40.7476751,-73.9873075
40659758,33.0,20.0,2014-04-12,2017-01-20,2016-11-10,11102,QUEENS,Pakistani,2709 21 STREET,14,2,1,31.0,19.0,13,2.38461538462,1.46153846154,71,1014,1,"2709 21 STREET, NY",,
40660748,14.0,9.0,2014-04-01,2016-09-30,2016-03-15,10011,MANHATTAN,American,64 WEST   10 STREET,9,1,1,13.0,8.0,8,1.625,1.0,199,913,0,"64 WEST   10 STREET, NY",40.7344108,-73.9982001
40661232,18.0,7.0,2014-07-21,2017-02-16,2017-01-31,10022,MANHATTAN,Pizza,139 EAST   57 STREET,10,1,1,17.0,6.0,9,1.88888888889,0.666666666667,16,941,0,"139 EAST   57 STREET, NY",40.7610027,-73.968793
40662141,11.0,7.0,2014-02-24,2017-02-16,2016-02-09,11374,QUEENS,Pizza,9853 63 ROAD,9,1,1,10.0,6.0,8,1.25,0.75,373,1088,0,"9853 63 ROAD, NY",40.732581,-73.857528
40662988,5.0,4.0,2013-12-19,2016-04-27,2015-05-13,11430,QUEENS,Hamburgers,0 J.F.K.AIRPORT-TERMINAL# 1,5,1,1,4.0,3.0,4,1.0,0.75,350,860,0,"0 J.F.K.AIRPORT-TERMINAL# 1, NY",40.6430002,-73.790887
40663950,17.0,17.0,2013-12-20,2016-12-12,2016-10-26,10001,MANHATTAN,American,130 WEST   25 STREET,11,1,1,16.0,16.0,10,1.6,1.6,47,1088,0,"130 WEST   25 STREET, NY",40.7445645,-73.9932573
40664907,4.0,8.0,2014-02-10,2016-08-15,2015-07-27,10022,MANHATTAN,French,230 EAST   51 STREET,5,1,2,3.0,6.0,4,0.75,1.5,385,917,0,"230 EAST   51 STREET, NY",40.7557468,-73.9691818
40664935,4.0,6.0,2013-06-30,2016-01-15,2014-08-22,10022,MANHATTAN,American,226 EAST 54 STREET,4,2,1,2.0,5.0,3,0.666666666667,1.66666666667,511,929,1,"226 EAST 54 STREET, NY",40.7576332,-73.9678601
40665065,5.0,5.0,2014-05-16,2016-04-14,2014-11-26,10065,MANHATTAN,French,60 EAST   65 STREET,3,1,2,4.0,3.0,2,2.0,1.5,505,699,0,"60 EAST   65 STREET, NY",40.7666933,-73.9677689
40665681,6.0,6.0,2014-01-29,2016-09-20,2015-09-17,10458,BRONX,Bakery,580 EAST  187 STREET,5,1,2,5.0,4.0,4,1.25,1.0,369,965,0,"580 EAST  187 STREET, NY",40.8556633,-73.8881714
40665705,15.0,7.0,2014-02-24,2017-02-01,2017-01-11,11368,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4803 108 STREET,8,1,1,14.0,6.0,7,2.0,0.857142857143,21,1073,0,"4803 108 STREET, NY",40.7458228,-73.8559693
40666155,7.0,12.0,2014-06-13,2017-01-24,2016-06-06,10463,BRONX,Delicatessen,214 WEST  231 STREET,6,1,1,6.0,11.0,5,1.2,2.2,232,956,0,"214 WEST  231 STREET, NY",40.8792654,-73.905475
40668380,17.0,10.0,2014-03-24,2017-01-26,2017-01-10,10017,MANHATTAN,Steak,10 EAST   48 STREET,9,2,1,15.0,9.0,8,1.875,1.125,16,1039,1,"10 EAST   48 STREET, NY",40.7568284,-73.9773755
40668681,11.0,12.0,2014-03-11,2017-03-08,2016-08-23,11357,QUEENS,Italian,15259 10 AVENUE,8,1,1,10.0,11.0,7,1.42857142857,1.57142857143,197,1093,0,"15259 10 AVENUE, NY",40.7934016,-73.8084045
40671411,10.0,7.0,2014-05-28,2016-06-17,2015-11-09,10452,BRONX,Hamburgers,86 EAST  167 STREET,6,2,1,8.0,6.0,5,1.6,1.2,221,751,1,"86 EAST  167 STREET, NY",40.8350136,-73.9199468
40671821,22.0,23.0,2013-06-05,2016-03-23,2015-10-07,11204,BROOKLYN,Jewish/Kosher,4820 16 AVENUE,11,4,1,18.0,22.0,10,1.8,2.2,168,1022,1,"4820 16 AVENUE, NY",40.63131,-73.985534
40673117,14.0,8.0,2013-10-21,2016-03-21,2015-08-31,10001,MANHATTAN,Pizza,256 10TH AVE BET 24 & 25 ST ),8,1,1,13.0,7.0,7,1.85714285714,1.0,203,882,0,"256 10TH AVE BET 24 & 25 ST ), NY",,
40675977,7.0,5.0,2013-09-10,2016-04-22,2015-03-10,10022,MANHATTAN,Italian,38 EAST   58 STREET,5,2,1,5.0,4.0,4,1.25,1.0,409,955,1,"38 EAST   58 STREET, NY",40.7626988,-73.9716604
40676022,42.0,14.0,2013-10-07,2016-08-11,2016-02-24,11368,QUEENS,Mexican,4110 102 STREET,14,2,1,40.0,13.0,13,3.07692307692,1.0,169,1039,1,"4110 102 STREET, NY",40.7481298,-73.8635762
40676801,22.0,13.0,2014-06-16,2017-03-28,2016-09-30,10019,MANHATTAN,Mexican,240 WEST   54 STREET,9,3,3,19.0,10.0,8,2.375,1.25,179,1016,1,"240 WEST   54 STREET, NY",40.7642063,-73.9832105
40676884,18.0,9.0,2013-08-09,2016-05-12,2015-11-02,11214,BROOKLYN,American,8505 18 AVENUE,8,2,1,16.0,8.0,7,2.28571428571,1.14285714286,192,1007,1,"8505 18 AVENUE, NY",40.6075345,-74.0020011
40678995,10.0,7.0,2014-05-22,2017-02-16,2017-01-12,11374,QUEENS,Jewish/Kosher,9904 63 ROAD,6,1,1,9.0,6.0,5,1.8,1.2,35,1001,0,"9904 63 ROAD, NY",40.732373,-73.8567077
40679229,6.0,7.0,2013-12-11,2016-05-03,2015-01-12,10065,MANHATTAN,French,21 EAST   62 STREET,6,1,1,5.0,6.0,5,1.0,1.2,477,874,0,"21 EAST   62 STREET, NY",40.7657814,-73.9703056
40679269,10.0,9.0,2014-04-22,2016-11-07,2016-10-12,10019,MANHATTAN,American,302 WEST   51 STREET,6,1,1,9.0,8.0,5,1.8,1.6,26,930,0,"302 WEST   51 STREET, NY",40.7629384,-73.9862531
40681290,4.0,4.0,2014-09-11,2016-10-28,2016-09-09,11106,QUEENS,Delicatessen,3608 31 STREET,4,1,1,3.0,3.0,3,1.0,1.0,49,778,0,"3608 31 STREET, NY",40.7563866,-73.930257
40681411,35.0,17.0,2013-11-07,2016-08-02,2016-02-10,10019,MANHATTAN,Chinese,24 WEST   56 STREET,13,1,2,34.0,15.0,12,2.83333333333,1.25,174,999,0,"24 WEST   56 STREET, NY",,
40682609,7.0,8.0,2013-05-30,2016-03-15,2015-02-03,10036,MANHATTAN,Brazilian,3436 WEST   46 STREET,5,2,2,5.0,6.0,4,1.25,1.5,406,1020,1,"3436 WEST   46 STREET, NY",40.7602624,-73.9890357
40683948,14.0,11.0,2013-07-31,2016-03-16,2015-05-27,11105,QUEENS,Italian,2176 31 STREET,9,1,1,13.0,10.0,8,1.625,1.25,294,959,0,"2176 31 STREET, NY",40.7764679,-73.9106135
40684961,22.0,11.0,2014-12-16,2017-02-07,2017-02-01,11372,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3707 83 STREET,10,3,1,19.0,10.0,9,2.11111111111,1.11111111111,6,784,1,"3707 83 STREET, NY",40.7495687,-73.8833268
40687209,5.0,5.0,2014-01-31,2016-09-01,2015-07-31,10021,MANHATTAN,Italian,25 EAST   73 STREET,5,1,1,4.0,4.0,4,1.0,1.0,398,944,0,"25 EAST   73 STREET, NY",40.772775,-73.9651349
40690158,14.0,8.0,2014-02-03,2016-09-27,2016-04-08,10022,MANHATTAN,American,40 EAST   52 STREET,8,1,1,13.0,7.0,7,1.85714285714,1.0,172,967,0,"40 EAST   52 STREET, NY",40.7586002,-73.9740984
40691569,13.0,17.0,2014-04-07,2017-03-31,2016-02-03,10017,MANHATTAN,American,90 EAST   42 STREET,9,3,1,10.0,16.0,8,1.25,2.0,422,1089,1,"90 EAST   42 STREET, NY",40.752016,-73.9777571
40692120,36.0,13.0,2014-05-29,2017-04-03,2016-10-03,10002,MANHATTAN,Pizza,116 DELANCY STREET,13,2,2,34.0,11.0,12,2.83333333333,0.916666666667,182,1040,1,"116 DELANCY STREET, NY",40.7187505,-73.9879185
40692857,12.0,12.0,2014-03-05,2016-10-13,2016-01-06,10075,MANHATTAN,Italian,152 EAST   79 STREET,9,1,4,11.0,8.0,8,1.375,1.0,281,953,0,"152 EAST   79 STREET, NY",40.7746541,-73.9587963
40693544,1.0,3.0,2014-10-08,2017-02-21,2016-02-23,10036,MANHATTAN,American,111 WEST   44 STREET,3,1,1,0.0,2.0,2,0.0,1.0,364,867,0,"111 WEST   44 STREET, NY",40.7566429,-73.983773
40693952,2.0,2.0,2014-12-30,2017-02-13,2016-01-04,10466,BRONX,American,1625 EAST  233 STREET,3,1,1,1.0,1.0,2,0.5,0.5,406,776,0,"1625 EAST  233 STREET, NY",40.8890854,-73.8282215
40694767,7.0,4.0,2014-12-12,2017-03-23,2017-03-02,10022,MANHATTAN,American,135 EAST   50 STREET,4,1,1,6.0,3.0,3,2.0,1.0,21,832,0,"135 EAST   50 STREET, NY",40.7564328,-73.9717095
40697315,3.0,4.0,2013-12-27,2016-04-15,2015-05-06,10001,MANHATTAN,Café/Coffee/Tea,205 WEST   34 STREET,5,1,1,2.0,3.0,4,0.5,0.75,345,840,0,"205 WEST   34 STREET, NY",40.7515181,-73.9907584
40697681,6.0,8.0,2014-03-19,2016-11-01,2015-09-16,10019,MANHATTAN,Italian,325 WEST   51 STREET,5,1,1,5.0,7.0,4,1.25,1.75,412,958,0,"325 WEST   51 STREET, NY",40.7635745,-73.9867345
40698274,29.0,14.0,2013-09-12,2016-08-30,2016-07-28,10023,MANHATTAN,Italian,71 WEST   71 STREET,10,2,2,27.0,12.0,9,3.0,1.33333333333,33,1083,1,"71 WEST   71 STREET, NY",40.7767208,-73.9787535
40698892,8.0,3.0,2014-05-07,2017-01-03,2016-06-27,10003,MANHATTAN,Japanese,15 EAST   15 STREET,7,2,1,6.0,2.0,6,1.0,0.333333333333,190,972,1,"15 EAST   15 STREET, NY",40.7364067,-73.9921886
40699772,20.0,14.0,2014-03-18,2016-11-10,2016-10-14,10454,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",494 EAST  138 STREET,10,2,2,18.0,12.0,9,2.0,1.33333333333,27,968,1,"494 EAST  138 STREET, NY",40.8075587,-73.9199166
40703714,8.0,9.0,2014-06-04,2016-08-16,2015-12-09,10019,MANHATTAN,Steak,250 WEST   50 STREET,6,2,2,6.0,7.0,5,1.2,1.4,251,804,1,"250 WEST   50 STREET, NY",40.7618477,-73.9858466
40703791,7.0,8.0,2014-06-06,2017-02-10,2016-12-20,10112,MANHATTAN,Café/Coffee/Tea,30 ROCKEFELLER CENTER PLAZA,6,2,1,5.0,7.0,5,1.0,1.4,52,980,1,"30 ROCKEFELLER CENTER PLAZA, NY",40.758823,-73.979398
40704853,18.0,11.0,2014-05-01,2017-03-06,2016-06-13,10036,MANHATTAN,American,243 WEST   42 STREET,8,3,1,15.0,10.0,7,2.14285714286,1.42857142857,266,1040,1,"243 WEST   42 STREET, NY",40.7568634,-73.9889241
40705983,10.0,9.0,2014-07-02,2017-03-06,2016-06-14,10452,BRONX,Mexican,111 EAST  167 STREET,5,2,1,8.0,8.0,4,2.0,2.0,265,978,1,"111 EAST  167 STREET, NY",40.835208,-73.918813
40706408,13.0,8.0,2014-09-04,2017-01-03,2016-08-19,10003,MANHATTAN,American,86 EAST 10 STREET,8,1,1,12.0,7.0,7,1.71428571429,1.0,137,852,0,"86 EAST 10 STREET, NY",40.7308468,-73.9898731
40708598,2.0,5.0,2013-06-04,2016-03-16,2015-07-14,11105,QUEENS,American,2911 21 AVENUE,5,1,1,1.0,4.0,4,0.25,1.0,246,1016,0,"2911 21 AVENUE, NY",40.778582,-73.9088979
40710411,18.0,8.0,2014-06-19,2017-03-23,2017-02-23,11377,QUEENS,Pizza/Italian,5022 39 AVENUE,9,1,2,17.0,6.0,8,2.125,0.75,28,1008,0,"5022 39 AVENUE, NY",40.7485926,-73.9129933
40710951,1.0,5.0,2013-11-25,2016-04-20,2015-04-20,10027,MANHATTAN,Café/Coffee/Tea,435 WEST  116 STREET,5,1,2,0.0,3.0,4,0.0,0.75,366,877,0,"435 WEST  116 STREET, NY",,
40711561,3.0,8.0,2014-05-09,2016-04-08,2015-06-01,10030,MANHATTAN,Bakery,2380 ADAM CLAYTON POWELL BOULEVARD,4,1,1,2.0,7.0,3,0.666666666667,2.33333333333,312,700,0,"2380 ADAM CLAYTON POWELL BOULEVARD, NY",40.8181467,-73.9420895
40716932,12.0,10.0,2014-04-18,2016-11-09,2016-05-10,10020,MANHATTAN,American,14 WEST   49 STREET,8,1,1,11.0,9.0,7,1.57142857143,1.28571428571,183,936,0,"14 WEST   49 STREET, NY",40.758197,-73.9786569
40718574,19.0,7.0,2013-06-06,2016-01-27,2015-01-07,10018,MANHATTAN,American,23 WEST   39 STREET,8,2,1,17.0,6.0,7,2.42857142857,0.857142857143,385,965,1,"23 WEST   39 STREET, NY",40.7524872,-73.9838618
40718835,9.0,7.0,2014-08-19,2017-01-11,2016-06-24,10036,MANHATTAN,American,49 WEST   44 STREET,6,1,1,8.0,6.0,5,1.6,1.2,201,876,0,"49 WEST   44 STREET, NY",40.7558787,-73.9819586
40719059,6.0,5.0,2013-07-24,2016-05-24,2015-03-06,10003,MANHATTAN,American,15 EAST   15 STREET,6,1,1,5.0,4.0,5,1.0,0.8,445,1035,0,"15 EAST   15 STREET, NY",40.7364067,-73.9921886
40719557,8.0,9.0,2013-09-11,2016-03-29,2015-03-30,11105,QUEENS,American,2102 31 STREET,5,1,1,7.0,8.0,4,1.75,2.0,365,930,0,"2102 31 STREET, NY",40.7779747,-73.9087597
40719669,3.0,5.0,2013-06-05,2016-04-28,2015-05-26,11219,BROOKLYN,Italian,6602 13 AVENUE,4,1,2,2.0,3.0,3,0.666666666667,1.0,338,1058,0,"6602 13 AVENUE, NY",40.6254108,-74.0025249
40720288,15.0,8.0,2014-05-27,2017-01-09,2016-11-21,10021,MANHATTAN,French,19 EAST   69 STREET,9,1,1,14.0,7.0,8,1.75,0.875,49,958,0,"19 EAST   69 STREET, NY",40.7698365,-73.9664884
40720858,11.0,8.0,2013-10-18,2016-09-27,2016-09-19,10011,MANHATTAN,American,0 CHELSEA PIERS - PIER 61,6,1,1,10.0,7.0,5,2.0,1.4,8,1075,0,"0 CHELSEA PIERS - PIER 61, NY",40.7480678,-74.0085356
40721083,19.0,17.0,2014-04-21,2016-08-25,2016-07-20,10027,MANHATTAN,Caribbean,121 WEST  125 STREET,10,1,1,18.0,16.0,9,2.0,1.77777777778,36,857,0,"121 WEST  125 STREET, NY",40.8085797,-73.9465567
40721285,10.0,12.0,2014-06-03,2017-03-24,2016-08-11,10029,MANHATTAN,Pizza,153 EAST  116 STREET,8,1,1,9.0,11.0,7,1.28571428571,1.57142857143,225,1025,0,"153 EAST  116 STREET, NY",40.7986858,-73.9411077
40721693,14.0,9.0,2014-02-10,2016-09-01,2015-08-10,10022,MANHATTAN,American,153 EAST   53 STREET,8,1,2,13.0,7.0,7,1.85714285714,1.0,388,934,0,"153 EAST   53 STREET, NY",40.7583182,-73.9703542
40722659,2.0,6.0,2013-12-30,2016-07-22,2016-01-11,10017,MANHATTAN,Café/Coffee/Tea,150 EAST   42 STREET,5,1,1,1.0,5.0,4,0.25,1.25,193,935,0,"150 EAST   42 STREET, NY",40.7509156,-73.975455
40723910,8.0,6.0,2014-05-16,2016-05-26,2015-11-02,11235,BROOKLYN,American,1738 SHEEPSEAD BAY ROAD,6,1,1,7.0,5.0,5,1.4,1.0,206,741,0,"1738 SHEEPSEAD BAY ROAD, NY",40.585088,-73.9516754
40724205,4.0,7.0,2014-06-03,2016-10-31,2016-05-19,10452,BRONX,Hamburgers,101 EAST  170 STREET,5,2,3,2.0,4.0,4,0.5,1.0,165,881,1,"101 EAST  170 STREET, NY",40.8397046,-73.9155153
40724274,16.0,10.0,2013-03-27,2016-02-19,2015-09-18,10017,MANHATTAN,American,141 EAST   44 STREET,10,1,1,15.0,9.0,9,1.66666666667,1.0,154,1059,0,"141 EAST   44 STREET, NY",40.7526808,-73.9743875
40725471,28.0,15.0,2014-06-17,2017-03-15,2016-09-28,10017,MANHATTAN,Italian,153 EAST   45 STREET,11,1,4,27.0,11.0,10,2.7,1.1,168,1002,0,"153 EAST   45 STREET, NY",40.7531015,-73.9734886
40725911,4.0,3.0,2014-03-10,2016-04-22,2015-02-25,10019,MANHATTAN,French,60 WEST   57 STREET,3,1,1,3.0,2.0,2,1.5,1.0,422,774,0,"60 WEST   57 STREET, NY",40.7638335,-73.9771344
40726811,15.0,8.0,2014-01-08,2016-07-21,2016-06-23,10022,MANHATTAN,American,59 EAST   54 STREET,7,2,2,13.0,6.0,6,2.16666666667,1.0,28,925,1,"59 EAST   54 STREET, NY",,
40726984,7.0,4.0,2014-06-16,2017-01-26,2015-12-09,11102,QUEENS,Greek,2920 30 AVENUE,5,1,1,6.0,3.0,4,1.5,0.75,414,955,0,"2920 30 AVENUE, NY",40.7675475,-73.9227791
40728223,1.0,5.0,2014-09-10,2016-11-04,2015-08-20,10001,MANHATTAN,Sandwiches/Salads/Mixed Buffet,151 WEST   34 STREET,3,1,1,0.0,4.0,2,0.0,2.0,442,786,0,"151 WEST   34 STREET, NY",,
40729164,17.0,11.0,2014-01-16,2016-12-27,2015-11-19,10014,MANHATTAN,American,159 WEST   10 STREET,8,1,2,16.0,9.0,7,2.28571428571,1.28571428571,404,1076,0,"159 WEST   10 STREET, NY",40.7345481,-74.0016252
40729264,14.0,11.0,2014-05-05,2017-03-13,2017-01-25,10001,MANHATTAN,Irish,27 WEST   35 STREET,9,1,1,13.0,10.0,8,1.625,1.25,47,1043,0,"27 WEST   35 STREET, NY",40.7498662,-73.9853544
40729819,5.0,5.0,2013-09-13,2016-05-05,2015-03-26,10022,MANHATTAN,American,409 EAST   59 STREET,5,1,1,4.0,4.0,4,1.0,1.0,406,965,0,"409 EAST   59 STREET, NY",40.7594979,-73.9609403
40730585,8.0,7.0,2014-03-05,2016-05-06,2015-04-01,10022,MANHATTAN,French,356 EAST   51 STREET,6,1,2,7.0,5.0,5,1.4,1.0,401,793,0,"356 EAST   51 STREET, NY",40.7545393,-73.9661811
40730678,7.0,4.0,2014-04-30,2017-01-06,2015-12-01,11102,QUEENS,American,2854 31 STREET,5,2,1,5.0,3.0,4,1.25,0.75,402,982,1,"2854 31 STREET, NY",40.7672918,-73.9213941
40731158,2.0,4.0,2014-05-22,2016-04-14,2015-05-01,10003,MANHATTAN,American,237 EAST    5 STREET,3,1,2,1.0,2.0,2,0.5,1.0,349,693,0,"237 EAST    5 STREET, NY",40.7271787,-73.989381
40731374,15.0,12.0,2014-08-28,2016-09-22,2016-08-06,11214,BROOKLYN,Pizza,8521 18 AVENUE,8,1,1,14.0,11.0,7,2.0,1.57142857143,47,756,0,"8521 18 AVENUE, NY",40.6073025,-74.0022627
40732416,2.0,8.0,2013-10-15,2016-10-08,2015-10-07,11235,BROOKLYN,Russian,3086 BRIGHTON 2 STREET,6,1,2,1.0,6.0,5,0.2,1.2,367,1089,0,"3086 BRIGHTON 2 STREET, NY",40.5764471,-73.9652842
40732696,14.0,11.0,2014-06-24,2016-12-14,2015-11-18,10069,MANHATTAN,American,269 WEST   72 STREET,9,1,1,13.0,10.0,8,1.625,1.25,392,904,0,"269 WEST   72 STREET, NY",40.7798841,-73.984023
40734383,8.0,8.0,2014-11-12,2016-11-02,2015-11-02,10017,MANHATTAN,Greek,145 EAST   48 STREET,6,2,2,6.0,6.0,5,1.2,1.2,366,721,1,"145 EAST   48 STREET, NY",40.7551234,-73.9724043
40734467,8.0,4.0,2013-03-12,2016-03-07,2014-11-17,10036,MANHATTAN,Seafood,402 WEST   43 STREET,6,1,1,7.0,3.0,5,1.4,0.6,476,1091,0,"402 WEST   43 STREET, NY",40.7592097,-73.9927457
40735273,27.0,17.0,2014-04-17,2017-04-11,2016-11-20,11368,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9910 37 AVENUE,12,2,2,25.0,15.0,11,2.27272727273,1.36363636364,142,1090,1,"9910 37 AVENUE, NY",40.752163,-73.867651
40736140,2.0,9.0,2014-06-04,2016-11-16,2015-10-23,10022,MANHATTAN,Café/Coffee/Tea,125 - 135 EAST  57 STREET,5,2,1,0.0,8.0,4,0.0,2.0,390,896,1,"125 - 135 EAST  57 STREET, NY",40.7614094,-73.9692235
40737930,4.0,6.0,2013-04-29,2016-04-14,2015-04-21,10022,MANHATTAN,Café/Coffee/Tea,55 EAST   53 STREET,4,2,2,2.0,4.0,3,0.666666666667,1.33333333333,359,1081,1,"55 EAST   53 STREET, NY",40.7593658,-73.9733298
40738050,9.0,10.0,2014-06-18,2017-03-03,2016-01-28,10019,MANHATTAN,Sandwiches/Salads/Mixed Buffet,125 WEST   55 STREET,8,1,1,8.0,9.0,7,1.14285714286,1.28571428571,400,989,0,"125 WEST   55 STREET, NY",40.763598,-73.9789514
40738177,4.0,4.0,2013-07-24,2016-05-09,2015-06-22,11368,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3917 103 STREET,4,2,1,2.0,3.0,3,0.666666666667,1.0,322,1020,1,"3917 103 STREET, NY",40.750304,-73.862621
40739276,8.0,9.0,2013-08-08,2016-08-05,2015-07-10,10010,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",29 WEST   26 STREET,6,1,2,7.0,7.0,5,1.4,1.4,392,1093,0,"29 WEST   26 STREET, NY",40.7444326,-73.9899975
40739346,13.0,10.0,2014-04-21,2016-10-26,2016-05-06,10119,MANHATTAN,Sandwiches/Salads/Mixed Buffet,0 PLAZA PENN STATION,9,2,1,11.0,9.0,8,1.375,1.125,173,919,1,"0 PLAZA PENN STATION, NY",40.7509386,-73.9930698
