,crit_violations,non_crit_violations,earliest_inspection,latest_inspection,second_latest_inspection,zipcode,boro,cuisine,address,num_inspections,crit_violations_recent_inspect,non_crit_violations_recent_inspect,crit_violations_train,non_crit_violations_train,num_inspections_train,average_crit_v_train,average_non_crit_v_train,time_since_last_inspection,time_since_first_inspection,crit_v_2plus,address2,latitude,longitude
41700054,9.0,12.0,2014-04-24,2017-03-15,2016-01-20,10022,MANHATTAN,Japanese,322 EAST   59 STREET,6,2,2,7.0,10.0,5,1.4,2.0,420,1056,1,"322 EAST   59 STREET, NY",40.7599633,-73.9633175
41700142,7.0,4.0,2014-02-22,2016-08-19,2015-07-22,11385,QUEENS,Bakery,69-08/10 FRESH POND ROAD,5,2,1,5.0,3.0,4,1.25,0.75,394,909,1,"69-08/10 FRESH POND ROAD, NY",40.7028232,-73.8955057
41700589,1.0,3.0,2014-09-23,2016-10-24,2015-10-08,10452,BRONX,Seafood,57 WEST  170 STREET,3,1,2,0.0,1.0,2,0.0,0.5,382,762,0,"57 WEST  170 STREET, NY",40.8404976,-73.9209215
41700903,7.0,7.0,2014-05-29,2017-01-23,2015-12-19,11432,QUEENS,Asian,8902 165 STREET,5,2,1,5.0,6.0,4,1.25,1.5,401,970,1,"8902 165 STREET, NY",40.7071467,-73.7964524
41700988,15.0,13.0,2014-02-07,2016-08-08,2016-02-26,10017,MANHATTAN,Indian,160 EAST   44 STREET,10,1,1,14.0,12.0,9,1.55555555556,1.33333333333,164,913,0,"160 EAST   44 STREET, NY",40.7520891,-73.9739606
41701016,16.0,12.0,2014-02-14,2016-09-01,2016-07-18,10034,MANHATTAN,Mexican,3861 10 AVENUE,10,1,1,15.0,11.0,9,1.66666666667,1.22222222222,45,930,0,"3861 10 AVENUE, NY",40.8639469,-73.9189547
41701177,9.0,7.0,2013-12-30,2016-12-13,2016-09-14,10011,MANHATTAN,Thai,144 WEST   19 STREET,8,1,2,8.0,5.0,7,1.14285714286,0.714285714286,90,1079,0,"144 WEST   19 STREET, NY",40.7411179,-73.9967099
41701274,18.0,14.0,2014-04-01,2017-01-19,2016-12-15,10003,MANHATTAN,American,111 EAST   18 STREET,10,1,3,17.0,11.0,9,1.88888888889,1.22222222222,35,1024,0,"111 EAST   18 STREET, NY",40.737025,-73.9877829
41701492,25.0,9.0,2014-01-29,2017-01-04,2016-11-03,11432,QUEENS,Chinese,8747 HOMELAWN STREET,12,1,1,24.0,8.0,11,2.18181818182,0.727272727273,62,1071,0,"8747 HOMELAWN STREET, NY",40.7111323,-73.7928054
41701495,8.0,6.0,2014-06-18,2017-02-06,2016-01-12,10003,MANHATTAN,Japanese,328 EAST    6 STREET,5,1,3,7.0,3.0,4,1.75,0.75,391,964,0,"328 EAST    6 STREET, NY",40.7266851,-73.9872591
41701557,5.0,11.0,2013-10-21,2016-03-15,2015-02-09,10112,MANHATTAN,American,30 ROCKEFLLER PLAZA,6,1,2,4.0,9.0,5,0.8,1.8,400,876,0,"30 ROCKEFLLER PLAZA, NY",40.7589632,-73.9793374
41701806,1.0,5.0,2013-10-29,2016-10-11,2015-10-01,11370,BRONX,Other,3259 84 STREET,4,1,2,0.0,3.0,3,0.0,1.0,376,1078,0,"3259 84 STREET, NY",40.756156,-73.883294
41701875,6.0,3.0,2013-10-30,2016-04-27,2015-05-14,10023,MANHATTAN,Asian,154 WEST   72 STREET,5,1,1,5.0,2.0,4,1.25,0.5,349,910,0,"154 WEST   72 STREET, NY",40.7779552,-73.9807913
41702053,3.0,6.0,2014-06-09,2016-12-27,2015-11-16,11004,QUEENS,Café/Coffee/Tea,26521 76 AVENUE,5,1,1,2.0,5.0,4,0.5,1.25,407,932,0,"26521 76 AVENUE, NY",40.7506877,-73.7099228
41702104,11.0,10.0,2014-08-14,2017-04-07,2016-06-29,11419,QUEENS,Indian,11311 101 AVENUE,8,2,2,9.0,8.0,7,1.28571428571,1.14285714286,282,967,1,"11311 101 AVENUE, NY",40.6889004,-73.8305945
41702352,3.0,5.0,2013-04-23,2016-03-30,2015-04-16,11201,BROOKLYN,Mexican,0 BOND ST/ALBEE SQ PLAZA,4,1,1,2.0,4.0,3,0.666666666667,1.33333333333,349,1072,0,"0 BOND ST/ALBEE SQ PLAZA, NY",,
41702635,14.0,9.0,2013-01-16,2016-01-07,2015-07-24,10463,BRONX,Delicatessen,17 KNOLLS CRESCENT STREET,8,1,2,13.0,7.0,7,1.85714285714,1.0,167,1086,0,"17 KNOLLS CRESCENT STREET, NY",40.8785882,-73.91737
41702685,7.0,4.0,2014-03-13,2016-10-03,2016-09-08,10018,MANHATTAN,Irish,53 WEST   36 STREET,6,2,1,5.0,3.0,5,1.0,0.6,25,935,1,"53 WEST   36 STREET, NY",40.7508744,-73.985878
41702736,27.0,10.0,2014-02-05,2017-01-19,2016-12-28,10004,MANHATTAN,American,4 SOUTH STREET,11,1,2,26.0,8.0,10,2.6,0.8,22,1079,0,"4 SOUTH STREET, NY",40.701009,-74.0130246
41702792,4.0,6.0,2013-12-02,2016-07-26,2016-01-08,11204,BROOKLYN,Donuts,7121 18 AVENUE,5,1,1,3.0,5.0,4,0.75,1.25,200,967,0,"7121 18 AVENUE, NY",40.615084,-73.9939277
41702804,2.0,3.0,2015-01-14,2017-02-15,2016-01-25,11219,BROOKLYN,Donuts,6502 14 AVENUE,3,1,2,1.0,1.0,2,0.5,0.5,387,763,0,"6502 14 AVENUE, NY",40.6245904,-73.9996892
41702813,4.0,5.0,2014-09-16,2017-02-23,2016-02-17,11228,BROOKLYN,Donuts,7602 13 AVENUE,5,1,2,3.0,3.0,4,0.75,0.75,372,891,0,"7602 13 AVENUE, NY",40.619762,-74.0083991
41702826,29.0,14.0,2014-04-23,2017-03-28,2016-08-26,10036,MANHATTAN,Italian,39 WEST   46 STREET,10,4,2,25.0,12.0,9,2.77777777778,1.33333333333,214,1070,1,"39 WEST   46 STREET, NY",40.7568962,-73.9805082
41702880,21.0,15.0,2014-05-03,2017-02-02,2016-09-28,10023,MANHATTAN,Japanese,57 WEST   76 STREET,10,2,1,19.0,14.0,9,2.11111111111,1.55555555556,127,1006,1,"57 WEST   76 STREET, NY",40.7800758,-73.9764626
41703229,4.0,5.0,2013-06-25,2016-05-05,2014-12-23,10009,MANHATTAN,Japanese,202 EAST    7 STREET,4,1,1,3.0,4.0,3,1.0,1.33333333333,499,1045,0,"202 EAST    7 STREET, NY",40.7244304,-73.9802489
41703233,5.0,4.0,2014-08-13,2017-04-06,2016-09-22,10463,BRONX,American,303 WEST  230 STREET,5,1,1,4.0,3.0,4,1.0,0.75,196,967,0,"303 WEST  230 STREET, NY",40.8798709,-73.9096725
41703389,22.0,13.0,2014-03-17,2016-12-06,2016-11-10,11374,QUEENS,Delicatessen,9734 63 ROAD,12,2,1,20.0,12.0,11,1.81818181818,1.09090909091,26,995,1,"9734 63 ROAD, NY",40.7314795,-73.8595544
41703394,10.0,4.0,2013-09-26,2016-04-28,2015-12-06,10001,MANHATTAN,"Bottled beverages, including water, sodas, juices, etc.",134 WEST   29 STREET,6,1,1,9.0,3.0,5,1.8,0.6,144,945,0,"134 WEST   29 STREET, NY",40.7471514,-73.9917766
41703557,10.0,10.0,2014-01-02,2016-08-10,2016-03-04,11432,QUEENS,Japanese,9022 161 STREET,8,2,1,8.0,9.0,7,1.14285714286,1.28571428571,159,951,1,"9022 161 STREET, NY",40.7047762,-73.799165
41703625,18.0,8.0,2014-03-12,2016-10-20,2016-09-27,11211,BROOKLYN,Thai,176 NORTH    9 STREET,10,2,1,16.0,7.0,9,1.77777777778,0.777777777778,23,953,1,"176 NORTH    9 STREET, NY",40.7185513,-73.9563736
41703681,18.0,9.0,2014-01-30,2016-12-07,2016-10-21,10025,MANHATTAN,Chinese,258 WEST  109 STREET,7,1,1,17.0,8.0,6,2.83333333333,1.33333333333,47,1042,0,"258 WEST  109 STREET, NY",40.8032671,-73.966815
41703747,10.0,5.0,2014-07-29,2016-08-19,2016-02-12,11373,QUEENS,American,4012 82 STREET,6,1,2,9.0,3.0,5,1.8,0.6,189,752,0,"4012 82 STREET, NY",40.7472047,-73.8840945
41703763,6.0,5.0,2015-02-03,2017-03-16,2016-02-10,10036,MANHATTAN,Thai,339 WEST   44 STREET,3,3,2,3.0,3.0,2,1.5,1.5,400,772,1,"339 WEST   44 STREET, NY",40.7594499,-73.9904938
41703804,12.0,12.0,2014-11-12,2017-02-08,2016-12-28,10001,MANHATTAN,American,132 WEST   31 STREET,7,1,2,11.0,10.0,6,1.83333333333,1.66666666667,42,819,0,"132 WEST   31 STREET, NY",40.7483005,-73.990655
41704059,14.0,11.0,2014-03-19,2017-03-08,2016-01-22,10003,MANHATTAN,Café/Coffee/Tea,319 EAST   14 STREET,7,1,1,13.0,10.0,6,2.16666666667,1.66666666667,411,1085,0,"319 EAST   14 STREET, NY",40.7321605,-73.9839537
41704068,29.0,17.0,2013-04-10,2016-03-22,2015-08-10,10010,MANHATTAN,Korean,36 WEST   26 STREET,12,2,2,27.0,15.0,11,2.45454545455,1.36363636364,225,1077,1,"36 WEST   26 STREET, NY",40.7442362,-73.9906238
41704341,14.0,15.0,2014-03-10,2016-07-12,2015-11-19,10036,MANHATTAN,Hamburgers,339 WEST   44 STREET,9,1,1,13.0,14.0,8,1.625,1.75,236,855,0,"339 WEST   44 STREET, NY",40.7594499,-73.9904938
41704354,37.0,20.0,2014-01-09,2016-10-03,2016-08-30,10016,MANHATTAN,Asian,120 EAST   34 STREET,14,3,2,34.0,18.0,13,2.61538461538,1.38461538462,34,998,1,"120 EAST   34 STREET, NY",40.7464441,-73.9802022
41704372,20.0,17.0,2014-01-06,2016-09-07,2016-07-27,11417,QUEENS,Spanish,10002 103 AVENUE,9,4,2,16.0,15.0,8,2.0,1.875,42,975,1,"10002 103 AVENUE, NY",40.683165,-73.840907
41704459,2.0,3.0,2014-02-18,2017-02-02,2016-01-25,10128,MANHATTAN,Donuts,200 EAST   89 STREET,4,1,1,1.0,2.0,3,0.333333333333,0.666666666667,374,1080,0,"200 EAST   89 STREET, NY",40.780446,-73.9523735
41704800,5.0,5.0,2014-08-28,2017-03-07,2016-09-27,10009,MANHATTAN,Pizza,430 EAST   14 STREET,6,3,1,2.0,4.0,5,0.4,0.8,161,922,1,"430 EAST   14 STREET, NY",40.7305119,-73.9812697
41704804,3.0,2.0,2014-04-03,2016-05-06,2015-04-06,10035,MANHATTAN,American,509 EAST  117 STREET,3,2,1,1.0,1.0,2,0.5,0.5,396,764,1,"509 EAST  117 STREET, NY",40.7955493,-73.9320997
41704811,12.0,11.0,2014-12-30,2017-04-11,2016-03-09,10001,MANHATTAN,Continental,28 WEST   32 STREET,6,2,3,10.0,8.0,5,2.0,1.6,398,833,1,"28 WEST   32 STREET, NY",40.7475813,-73.9870976
41704864,3.0,2.0,2014-11-10,2016-12-21,2015-11-24,11377,QUEENS,Chinese,5121 43 AVENUE,3,1,1,2.0,1.0,2,1.0,0.5,393,772,0,"5121 43 AVENUE, NY",40.744466,-73.9128191
41704990,8.0,7.0,2014-04-12,2016-04-18,2015-05-01,11435,QUEENS,Spanish,13840 84 DRIVE,6,1,1,7.0,6.0,5,1.4,1.2,353,737,0,"13840 84 DRIVE, NY",40.7090467,-73.8181199
41705335,7.0,8.0,2013-06-25,2016-06-06,2015-12-01,11224,BROOKLYN,Chinese,2875 WEST    8 STREET,7,1,1,6.0,7.0,6,1.0,1.16666666667,188,1077,0,"2875 WEST    8 STREET, NY",40.577898,-73.975505
41705343,6.0,3.0,2014-02-14,2017-02-02,2015-12-07,11414,QUEENS,Chinese/Japanese,8221 153 AVENUE,5,2,2,4.0,1.0,4,1.0,0.25,423,1084,1,"8221 153 AVENUE, NY",40.6666004,-73.8516909
41705359,12.0,7.0,2014-06-04,2016-08-24,2016-07-21,10022,MANHATTAN,American,111 EAST   56 STREET,7,1,1,11.0,6.0,6,1.83333333333,1.0,34,812,0,"111 EAST   56 STREET, NY",40.7607674,-73.9705315
41705474,16.0,11.0,2013-11-04,2016-08-15,2015-11-04,10022,MANHATTAN,American,245 EAST   55 STREET,8,1,3,15.0,8.0,7,2.14285714286,1.14285714286,285,1015,0,"245 EAST   55 STREET, NY",40.758352,-73.9665836
41705634,45.0,20.0,2014-01-15,2016-11-25,2016-11-04,10454,BRONX,Spanish,502 EAST  138 STREET,13,2,2,43.0,18.0,12,3.58333333333,1.5,21,1045,1,"502 EAST  138 STREET, NY",40.8074424,-73.9196355
41705732,35.0,12.0,2014-08-25,2017-02-21,2017-02-08,10017,MANHATTAN,Japanese,156 EAST   45 STREET,13,1,1,34.0,11.0,12,2.83333333333,0.916666666667,13,911,0,"156 EAST   45 STREET, NY",40.7527815,-73.9735602
41705763,25.0,12.0,2013-12-12,2016-10-14,2016-09-14,11378,QUEENS,American,5561 58 STREET,13,2,1,23.0,11.0,12,1.91666666667,0.916666666667,30,1037,1,"5561 58 STREET, NY",40.7258004,-73.9119047
41705765,7.0,8.0,2014-09-10,2017-03-16,2017-02-15,10018,MANHATTAN,Chinese,150 WEST   36 STREET,6,1,1,6.0,7.0,5,1.2,1.4,29,918,0,"150 WEST   36 STREET, NY",40.7517636,-73.9889763
41705790,7.0,2.0,2014-04-01,2016-11-15,2016-10-13,11101,QUEENS,Mediterranean,4209 28 STREET,6,1,1,6.0,1.0,5,1.2,0.2,33,959,0,"4209 28 STREET, NY",40.7494011,-73.9389437
41705834,15.0,8.0,2013-10-24,2016-09-19,2016-09-06,10458,BRONX,Mexican,621 EAST  187 STREET,8,1,1,14.0,7.0,7,2.0,1.0,13,1061,0,"621 EAST  187 STREET, NY",40.8553074,-73.8866334
41706018,28.0,8.0,2014-04-10,2016-11-25,2016-11-10,10023,MANHATTAN,Bakery,104 WEST   70 STREET,12,2,1,26.0,7.0,11,2.36363636364,0.636363636364,15,960,1,"104 WEST   70 STREET, NY",40.7761017,-73.9801351
41706083,19.0,7.0,2013-11-12,2016-11-01,2016-09-20,11106,QUEENS,Pizza,3106 21 STREET,11,1,1,18.0,6.0,10,1.8,0.6,42,1085,0,"3106 21 STREET, NY",40.7671578,-73.9302057
41706171,24.0,19.0,2014-06-11,2017-01-30,2017-01-10,11228,BROOKLYN,Chinese,7109 13 AVENUE,11,2,2,22.0,17.0,10,2.2,1.7,20,964,1,"7109 13 AVENUE, NY",40.6222208,-74.0050501
41706342,35.0,18.0,2014-03-06,2016-09-30,2016-09-02,11430,QUEENS,American,0 JFK BUILDING 250,13,1,2,34.0,16.0,12,2.83333333333,1.33333333333,28,939,0,"0 JFK BUILDING 250, NY",40.6413111,-73.7781391
41706369,22.0,12.0,2014-05-29,2017-01-12,2016-08-16,11354,QUEENS,Chinese,13611 38 AVENUE,10,3,1,19.0,11.0,9,2.11111111111,1.22222222222,149,959,1,"13611 38 AVENUE, NY",40.7611262,-73.8303305
41706406,19.0,15.0,2013-02-20,2016-01-27,2015-04-27,10019,MANHATTAN,Chinese,65 WEST   55 STREET,9,1,1,18.0,14.0,8,2.25,1.75,275,1071,0,"65 WEST   55 STREET, NY",40.7628464,-73.9771995
41706772,5.0,7.0,2013-04-04,2016-03-17,2015-03-10,10001,MANHATTAN,Indian,13 WEST   29 STREET,6,1,1,4.0,6.0,5,0.8,1.2,373,1078,0,"13 WEST   29 STREET, NY",40.7459401,-73.9877853
41706939,9.0,3.0,2014-03-31,2016-09-28,2015-08-27,10016,MANHATTAN,American,37 EAST   28 STREET,5,1,1,8.0,2.0,4,2.0,0.5,398,912,0,"37 EAST   28 STREET, NY",40.7437887,-73.9846167
41707008,19.0,8.0,2014-03-14,2016-11-21,2016-09-29,10036,MANHATTAN,American,2 WEST   45 STREET,9,1,2,18.0,6.0,8,2.25,0.75,53,983,0,"2 WEST   45 STREET, NY",40.7554767,-73.9802168
41707060,2.0,1.0,2014-09-16,2016-11-10,2015-11-16,10030,MANHATTAN,"Juice, Smoothies, Fruit Salads",201 WEST  135 STREET,3,1,1,1.0,0.0,2,0.5,0.0,360,786,0,"201 WEST  135 STREET, NY",40.8156283,-73.9439836
41707470,16.0,8.0,2014-07-02,2016-11-16,2016-06-09,11430,QUEENS,Italian,0 JFK INT AIR PORT,8,1,2,15.0,6.0,7,2.14285714286,0.857142857143,160,868,0,"0 JFK INT AIR PORT, NY",40.6413111,-73.7781391
41707479,8.0,10.0,2014-03-11,2016-03-28,2015-03-10,11355,QUEENS,Café/Coffee/Tea,14940 41 AVENUE,6,1,2,7.0,8.0,5,1.4,1.6,384,748,0,"14940 41 AVENUE, NY",40.7622189,-73.814288
41708194,18.0,13.0,2014-02-20,2017-02-08,2015-12-28,10016,MANHATTAN,Mexican,145 EAST   39 STREET,7,1,2,17.0,11.0,6,2.83333333333,1.83333333333,408,1084,0,"145 EAST   39 STREET, NY",40.7493961,-73.9765834
41708214,5.0,5.0,2014-03-20,2016-12-22,2015-10-17,11416,QUEENS,Chinese,7501 101 AVENUE,5,2,2,3.0,3.0,4,0.75,0.75,432,1008,1,"7501 101 AVENUE, NY",40.6798768,-73.8622722
41708433,22.0,13.0,2013-10-19,2016-05-16,2015-06-24,11416,QUEENS,Chinese,10315 101 AVENUE,11,1,2,21.0,11.0,10,2.1,1.1,327,940,0,"10315 101 AVENUE, NY",40.6863194,-73.8394326
41708524,7.0,4.0,2014-08-15,2017-04-05,2016-02-22,10018,MANHATTAN,German,5 WEST   37 STREET,5,2,1,5.0,3.0,4,1.25,0.75,408,964,1,"5 WEST   37 STREET, NY",40.7508859,-73.9839126
41709057,9.0,8.0,2014-05-30,2017-03-31,2017-02-27,10003,MANHATTAN,Bakery,18 EAST   16 STREET,6,2,1,7.0,7.0,5,1.4,1.4,32,1036,1,"18 EAST   16 STREET, NY",40.7366171,-73.9918086
41709142,22.0,12.0,2013-08-20,2016-08-18,2016-02-09,11204,BROOKLYN,Chinese,6221 18 AVENUE,10,1,2,21.0,10.0,9,2.33333333333,1.11111111111,191,1094,0,"6221 18 AVENUE, NY",40.6202412,-73.9886499
41709154,14.0,4.0,2013-11-19,2016-08-09,2016-07-21,10038,MANHATTAN,Asian,111 JOHN STREET- PEARL ST SIDE,7,1,1,13.0,3.0,6,2.16666666667,0.5,19,994,0,"111 JOHN STREET- PEARL ST SIDE, NY",40.7075192,-74.0053903
41709162,9.0,4.0,2014-04-02,2017-03-08,2016-01-08,10001,MANHATTAN,Continental,116 WEST   28 STREET,5,3,3,6.0,1.0,4,1.5,0.25,425,1071,1,"116 WEST   28 STREET, NY",40.7462092,-73.99144
41709346,13.0,7.0,2013-12-24,2016-12-07,2016-06-29,11368,QUEENS,American,4701 111 STREET,8,1,1,12.0,6.0,7,1.71428571429,0.857142857143,161,1079,0,"4701 111 STREET, NY",40.7473311,-73.8517438
41709414,17.0,7.0,2014-04-30,2017-02-01,2016-12-27,10003,MANHATTAN,French,119 EAST   15 STREET,7,2,1,15.0,6.0,6,2.5,1.0,36,1008,1,"119 EAST   15 STREET, NY",40.7349721,-73.9885875
41709426,6.0,8.0,2013-10-24,2016-10-13,2016-08-30,11420,QUEENS,Chinese,12703 111 AVENUE,9,1,1,5.0,7.0,8,0.625,0.875,44,1085,0,"12703 111 AVENUE, NY",40.6827759,-73.8142
41709714,4.0,3.0,2013-05-08,2016-04-15,2015-05-05,10001,MANHATTAN,Café/Coffee/Tea,655 WEST   34 STREET,3,1,1,3.0,2.0,2,1.5,1.0,346,1073,0,"655 WEST   34 STREET, NY",40.757777,-74.0025907
41709719,5.0,5.0,2014-05-19,2017-02-21,2016-01-19,10001,MANHATTAN,American,655 WEST   34 STREET,5,1,1,4.0,4.0,4,1.0,1.0,399,1009,0,"655 WEST   34 STREET, NY",40.757777,-74.0025907
41709740,10.0,11.0,2013-10-31,2016-06-03,2015-08-14,10001,MANHATTAN,American,655 WEST   34 STREET,8,1,1,9.0,10.0,7,1.28571428571,1.42857142857,294,946,0,"655 WEST   34 STREET, NY",40.757777,-74.0025907
41709760,9.0,8.0,2014-04-02,2017-03-01,2017-01-04,10001,MANHATTAN,Italian,151 WEST   34 STREET,6,1,1,8.0,7.0,5,1.6,1.4,56,1064,0,"151 WEST   34 STREET, NY",40.7507917,-73.9895261
41709840,13.0,10.0,2013-11-27,2016-09-28,2015-08-26,10023,MANHATTAN,American,53 WEST   72 STREET,8,2,1,11.0,9.0,7,1.57142857143,1.28571428571,399,1036,1,"53 WEST   72 STREET, NY",40.7775212,-73.9783526
41709933,19.0,14.0,2013-11-18,2016-09-07,2015-09-01,10022,MANHATTAN,Chinese,208 EAST   50 STREET,10,1,1,18.0,13.0,9,2.0,1.44444444444,372,1024,0,"208 EAST   50 STREET, NY",40.7554154,-73.9705757
41710310,8.0,7.0,2014-03-25,2017-02-16,2017-01-25,10022,MANHATTAN,Salads,663 LEXINGTRON AVENUE,6,1,1,7.0,6.0,5,1.4,1.2,22,1059,0,"663 LEXINGTRON AVENUE, NY",40.7598025,-73.969676
41710319,3.0,3.0,2014-03-12,2016-05-04,2015-02-24,10033,MANHATTAN,Chinese,816 WEST  187 STREET,3,1,1,2.0,2.0,2,1.0,1.0,435,784,0,"816 WEST  187 STREET, NY",40.8551249,-73.9375621
41710474,20.0,19.0,2014-01-29,2016-11-07,2016-07-26,11219,BROOKLYN,Jewish/Kosher,5217 13 AVENUE,10,1,1,19.0,18.0,9,2.11111111111,2.0,104,1013,0,"5217 13 AVENUE, NY",40.632752,-73.9940419
41710527,12.0,10.0,2013-09-09,2016-07-19,2015-10-13,10019,MANHATTAN,Salads,321 WEST   49 STREET,8,1,1,11.0,9.0,7,1.57142857143,1.28571428571,280,1044,0,"321 WEST   49 STREET, NY",40.7620974,-73.9872819
41710571,6.0,5.0,2015-02-27,2017-03-24,2016-06-18,11373,QUEENS,American,8012 51 AVENUE,4,3,2,3.0,3.0,3,1.0,1.0,279,756,1,"8012 51 AVENUE, NY",40.7372698,-73.8832746
41710633,20.0,21.0,2014-04-16,2017-04-03,2017-03-01,10018,MANHATTAN,Moroccan,221 WEST   38 STREET,11,2,2,18.0,19.0,10,1.8,1.9,33,1083,1,"221 WEST   38 STREET, NY",40.7539746,-73.9896177
41710645,5.0,3.0,2014-06-06,2017-02-21,2016-01-15,10010,MANHATTAN,Japanese,46 WEST   22 STREET,5,1,1,4.0,2.0,4,1.0,0.5,403,991,0,"46 WEST   22 STREET, NY",40.7416984,-73.9924579
41710719,9.0,7.0,2014-09-26,2017-03-16,2016-07-01,10018,MANHATTAN,Chinese,273 WEST   38 STREET,6,2,2,7.0,5.0,5,1.4,1.0,258,902,1,"273 WEST   38 STREET, NY",40.7547005,-73.9910991
41710746,3.0,2.0,2014-03-27,2016-04-20,2015-03-12,10028,MANHATTAN,Hamburgers,240 EAST   82 STREET,3,1,1,2.0,1.0,2,1.0,0.5,405,755,0,"240 EAST   82 STREET, NY",40.7753074,-73.9540015
41710775,12.0,9.0,2014-03-07,2016-11-09,2016-09-29,10010,MANHATTAN,Mediterranean,221 EAST   23 STREET,7,1,1,11.0,8.0,6,1.83333333333,1.33333333333,41,978,0,"221 EAST   23 STREET, NY",40.7386754,-73.9818912
41710782,11.0,4.0,2013-12-12,2016-08-10,2015-07-30,11378,QUEENS,Pizza/Italian,52-27 69 STREET,5,2,1,9.0,3.0,4,2.25,0.75,377,972,1,"52-27 69 STREET, NY",40.7328044,-73.895574
41710788,20.0,7.0,2014-01-24,2016-12-14,2016-11-10,11354,QUEENS,Asian,136-20 38 AVENUE,10,1,1,19.0,6.0,9,2.11111111111,0.666666666667,34,1055,0,"136-20 38 AVENUE, NY",40.7607693,-73.8298336
41711074,13.0,8.0,2014-02-12,2016-10-11,2016-04-19,11357,QUEENS,American,16868 9 AVENUE,8,2,1,11.0,7.0,7,1.57142857143,1.0,175,972,1,"16868 9 AVENUE, NY",40.7924012,-73.7957316
41711133,6.0,7.0,2014-02-25,2016-10-28,2015-09-16,10016,MANHATTAN,Japanese,125 EAST   39 STREET,5,1,1,5.0,6.0,4,1.25,1.5,408,976,0,"125 EAST   39 STREET, NY",40.7499,-73.9776856
41711189,14.0,6.0,2014-02-04,2016-09-24,2016-07-25,11361,QUEENS,Tex-Mex,45-37C BELL BOULEVARD,10,2,1,12.0,5.0,9,1.33333333333,0.555555555556,61,963,1,"45-37C BELL BOULEVARD, NY",40.759313,-73.768428
41711196,9.0,4.0,2013-06-14,2016-03-08,2015-05-29,10027,MANHATTAN,Egyptian,301 WEST  121 STREET,6,1,2,8.0,2.0,5,1.6,0.4,284,998,0,"301 WEST  121 STREET, NY",40.8079661,-73.9533509
41711270,14.0,12.0,2014-03-20,2017-02-11,2016-07-05,11354,QUEENS,Chinese,13523 40 ROAD,8,1,1,13.0,11.0,7,1.85714285714,1.57142857143,221,1059,0,"13523 40 ROAD, NY",40.7588158,-73.8308347
41711390,29.0,24.0,2013-10-03,2016-09-27,2016-08-18,11204,BROOKLYN,Chinese,6812 BAY PKWY AVE,12,4,1,25.0,23.0,11,2.27272727273,2.09090909091,40,1090,1,"6812 BAY PKWY AVE, NY",40.6120125,-73.9837042
41711530,8.0,9.0,2015-03-09,2017-03-06,2017-01-17,10019,MANHATTAN,American,228 WEST   52 STREET,5,2,1,6.0,8.0,4,1.5,2.0,48,728,1,"228 WEST   52 STREET, NY",40.7627682,-73.983915
41711586,2.0,2.0,2014-04-21,2016-05-04,2015-04-30,10010,MANHATTAN,American,43 WEST   26 STREET,3,1,1,1.0,1.0,2,0.5,0.5,370,744,0,"43 WEST   26 STREET, NY",40.7446014,-73.9906268
41711730,2.0,2.0,2014-05-12,2016-04-22,2015-04-24,10001,MANHATTAN,American,137 WEST   25 STREET,3,1,1,1.0,1.0,2,0.5,0.5,364,711,0,"137 WEST   25 STREET, NY",40.7450743,-73.9934314
41711734,6.0,7.0,2013-12-11,2016-10-07,2016-02-09,11220,BROOKLYN,Seafood,5915 7 AVENUE,5,1,3,5.0,4.0,4,1.25,1.0,241,1031,0,"5915 7 AVENUE, NY",40.6369369,-74.0113629
41711813,14.0,11.0,2013-11-30,2016-07-22,2015-10-07,10065,MANHATTAN,American,206 EAST   67 STREET,9,1,2,13.0,9.0,8,1.625,1.125,289,965,0,"206 EAST   67 STREET, NY",40.7661503,-73.9625243
41711975,42.0,14.0,2013-10-22,2016-10-03,2016-09-08,10018,MANHATTAN,Chinese,21 WEST   39 STREET,13,2,2,40.0,12.0,12,3.33333333333,1.0,25,1077,1,"21 WEST   39 STREET, NY",40.7523475,-73.9835593
41711983,6.0,7.0,2014-10-07,2017-03-09,2016-06-23,11102,QUEENS,Irish,2848 31 STREET,8,2,1,4.0,6.0,7,0.571428571429,0.857142857143,259,884,1,"2848 31 STREET, NY",40.767445,-73.921329
41712257,3.0,4.0,2014-02-12,2017-02-07,2016-01-05,11430,QUEENS,American,0 JFK INTERNATIONAL AIRPOR,4,1,1,2.0,3.0,3,0.666666666667,1.0,399,1091,0,"0 JFK INTERNATIONAL AIRPOR, NY",40.6413111,-73.7781391
41712479,14.0,8.0,2014-06-20,2017-01-18,2016-11-16,11103,QUEENS,Continental,3419 30 AVENUE,7,1,1,13.0,7.0,6,2.16666666667,1.16666666667,63,943,0,"3419 30 AVENUE, NY",40.765619,-73.9181399
41712772,5.0,4.0,2014-06-10,2016-10-19,2016-05-12,10009,MANHATTAN,Vegetarian,263 EAST   10 STREET,5,1,2,4.0,2.0,4,1.0,0.5,160,862,0,"263 EAST   10 STREET, NY",40.728521,-73.983256
41713226,29.0,10.0,2013-05-15,2016-03-17,2015-09-01,10018,MANHATTAN,Barbecue,316 WEST   39 STREET,14,1,1,28.0,9.0,13,2.15384615385,0.692307692308,198,1037,0,"316 WEST   39 STREET, NY",40.7555229,-73.992228
